"Label","001BLA","001BLU","001BRO","001GRA","001GRE","001NON","001ORA","001PIN","001PUR","001RED","001WHI","001YEL","002BLA","002BLU","002BRO","002GRA","002GRE","002NON","002ORA","002PIN","002PUR","002RED","002WHI","002x","002X","002YEL","003BLA","003BLU","003BRO","003GRA","003GRE","003NON","003ORA","003PIN","003PUR","003RED","003WHI","003YEL","1Stars","2Bands","2Color","2Stars","3+Star","3Bands","3Color","4+Band","4Color","5+Color","7celtic","Animal","arabic","Artifact","balkan","Bloemfontein","BLU","bnd_001WHI","bnd_002BLU","bnd_003WHI","bnd_BLA","bnd_BLU","bnd_BLUE","bnd_BRO","bnd_BRORA","bnd_E YEL","bnd_GR","bnd_GRA","bnd_GRE","bnd_GREEN","bnd_NON","bnd_ORA","bnd_PIN","bnd_PUR","bnd_PURED","bnd_RED","bnd_RED YEL","bnd_WHI","bnd_WHIÇ","bnd_WHITE","bnd_X","bnd_YEL","bnd_YELLOW","bolivarian","Border","bricss","Builds","calendar","Canton","Center","Center,hascoa,Quartr","centered_items","Checkd","chines","chopGB","Circle","cl_BLA","cl_BLU","cl_BRO","cl_GRA","cl_GRA; BLA","cl_GRE","cl_ORA","cl_PIN","cl_PUR","cl_RED","cl_WHI","cl_YEL","Crosse","Crown","Crowns","cur_dollar","cur_Dollar","cur_EUR","dgband","dutchs","Egually","englis","eunion","femalepm","Fleurss","french","geo_CapiBeach","Geogrh","german","hascoa","HasSta","HasSun","HasSun,","Horizo","Humans","island","IsMoon","italia","kokomo","landlo","locate_MI","md_acreed123","md_deno_e","md_deno_i","md_deno_n","md_deno_vw","md_egal","md_egl","md_eqtor","md_insblack","md_insblue","md_insgreen","md_insred","md_inswhite","md_insyellow","md_lien","md_lightbl","md_lio","md_lion","md_LOTRNation","md_slavi","md_stun_bla","md_stun_blu","md_stun_gre","md_stun_red","md_stun_whi","md_stun_yel","md_tekken7","md_Trblac","md_Trbluu","md_Trredd","md_Trwht","mercosr","monarchy","myrBLA","myrBLU","myrBRO","myrEQ","myrGRA","myrGRA, BLA","myrGRE","myrORA","myrPIN","myrPUR","myrRED","myrWHI","myrYEL","nn_berr","nn_buddha","nn_eaxorth","nn_mikro","nn_mikro,","nn_slavi","NoBand","noeuni","nolrgcrs","Nordic","NoStar","notlargecrs","ntBLYE","ntGRRE","ntGRYE","ntWHRE","ntWHYE","OnlyBa","orinoc","Plants","pol_2025Gaz","pol_3lan","pol_buddha","pol_chess","pol_CopaAM","pol_deat","pol_failed","pol_jwsh","pol_Nuclear","pol_poblo","pol_pope","pol_rgby","pol_samesx","pol_tours","pol_txhaven","pol_wcwin","portug","Quartr","Radial","rg2_AF_East","rg2_AF_Mid","rg2_AF_North","rg2_AF_South","rg2_AF_West","rg2_AM_Central","rg2_AM_North","rg2_AM_South","rg2_AS_Central","rg2_AS_East","rg2_AS_SouthEast","rg2_As_SouthOnly","rg2_AS_West","rg2_EU_East","rg2_EU_North","rg2_EU_South","rg2_EU_West","rg2_Na_Caribbean","rg2_OC_AUNZ","rg2_OC_Melanesia","rg2_OC_Micronesia","rg2_Oc_Polynesia","rg3_austrohungary","rg3_romanempire","Rotate","Ships","Ships!","southc","soviet","spanis","staBLA","staBLU","staBRO","staGRA","staGRE","staORA","staPIN","staPUR","staRED","staWHI","staYEL","terr_all","terr_brit","terr_fren","terr_neth","terr_us","Texted","top10_airlines","top10_ping","top10_reindeer","top30_camel","top30_oil","Trside","unjack","Vertic","Weapon","WHI","won_egl","won_lio","won_lioEgually","Zigzaw"
"pol_Nuclear",0,2,0,0,0,0,1,0,0,1,3,0,0,1,0,0,0,0,0,0,0,2,3,0,0,0,0,1,0,0,2,0,0,0,0,3,1,0,3,1,3,0,2,3,5,4,1,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,0,0,1,0,0,0,5,0,8,0,0,0,0,0,0,0,3,0,5,2,3,0,0,0,1,4,2,0,7,0,0,0,2,1,0,0,6,8,1,1,0,0,0,1,1,1,0,3,4,1,0,0,1,0,0,0,0,5,0,0,6,0,1,1,0,1,0,7,4,1,2,4,3,0,0,0,0,1,0,0,0,1,1,0,0,0,2,0,0,1,1,1,2,0,4,0,0,0,0,0,1,0,0,0,3,0,0,1,0,0,0,4,1,0,0,0,1,0,0,1,1,2,0,0,4,0,0,0,0,1,0,3,1,0,5,1,0,5,0,6,0,5,9,5,4,2,3,3,0,2,0,0,0,0,0,0,0,0,0,1,0,0,2,0,2,1,1,1,0,1,0,0,0,0,0,1,1,2,0,0,0,1,0,0,1,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,2,3,2,3,5,0,0,3,0,0,0,0,0,0
"pol_poblo",0,1,0,0,3,0,1,0,0,3,2,0,0,1,0,0,0,0,0,0,0,1,4,0,0,1,1,0,0,0,3,0,0,0,0,5,1,0,2,3,6,0,4,6,2,1,5,1,0,2,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,5,0,0,1,0,0,0,7,0,8,0,0,0,1,0,0,0,7,0,7,2,6,0,0,0,1,6,7,2,7,1,0,0,7,2,1,0,10,11,6,0,0,0,0,1,0,0,0,8,5,0,1,0,0,3,0,0,0,6,3,0,7,0,3,1,0,1,1,5,3,2,2,9,5,0,2,2,1,4,0,2,1,5,0,1,1,0,1,0,0,3,1,1,1,0,8,0,0,0,1,1,1,0,0,0,6,0,0,5,0,0,0,2,1,0,0,1,1,0,0,1,4,1,0,0,8,0,2,2,1,1,0,3,2,1,6,1,0,4,1,9,0,2,5,14,1,1,3,3,0,3,1,0,0,1,0,1,0,1,1,1,1,0,2,2,3,0,1,0,0,0,0,0,0,0,0,1,0,2,0,0,1,1,1,0,1,0,0,0,0,0,0,0,3,3,0,0,0,0,0,3,2,2,2,6,9,1,0,3,0,0,2,1,0,0
"pol_pope",2,3,0,0,3,0,0,0,0,5,2,0,1,1,0,0,0,0,0,0,0,2,8,0,0,1,1,4,0,0,2,0,0,0,0,6,1,1,4,3,6,1,2,10,6,4,4,3,0,2,5,0,3,0,0,0,0,0,4,6,0,0,0,0,0,0,5,0,0,0,0,0,0,12,0,12,0,0,0,2,0,0,0,0,2,3,2,8,0,0,1,0,4,4,7,10,1,0,0,6,0,1,0,16,18,5,4,0,2,0,1,8,1,1,10,3,9,1,1,1,4,0,1,0,7,1,0,14,1,2,4,1,1,0,8,9,2,1,8,3,0,0,0,3,1,1,1,5,3,0,3,2,0,3,0,1,2,0,2,2,0,6,0,0,1,0,1,4,1,2,0,7,0,0,0,0,0,0,7,2,0,2,0,1,0,0,2,2,3,0,0,12,0,4,4,1,2,3,7,3,1,10,0,0,4,1,5,2,7,4,1,19,3,9,9,1,7,1,0,0,0,0,2,0,0,0,1,1,0,0,0,0,4,1,2,5,3,0,0,0,0,0,3,6,3,0,0,0,0,2,1,1,0,0,0,0,0,0,2,4,1,0,0,0,0,0,1,2,2,1,2,4,1,0,5,0,0,0,2,0,1
"pol_rgby",0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,1,2,0,3,2,4,2,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,1,0,0,3,2,0,0,0,0,5,0,1,5,0,0,0,1,0,0,0,7,7,1,3,0,0,0,4,1,0,1,1,6,1,0,0,2,2,0,0,0,3,0,0,3,0,2,0,0,1,0,4,3,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,3,0,0,0,0,3,1,0,0,0,0,4,0,2,0,1,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,2,1,0,0,4,0,1,1,0,0,1,2,2,1,3,2,0,2,0,1,0,4,2,1,3,7,6,2,0,3,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,1,1,2,1,2,1,2,3,0,0,0,0,0,0
"pol_samesx",2,8,0,0,3,0,0,0,0,8,4,2,1,6,0,0,1,0,0,0,0,3,9,0,0,3,0,7,0,0,0,0,1,0,0,16,2,1,2,7,7,0,5,16,21,11,5,6,1,5,0,0,2,1,0,0,0,0,3,18,0,0,0,0,0,0,4,0,0,1,0,0,0,24,0,23,0,0,0,8,0,2,0,2,2,2,10,8,0,0,0,1,7,9,10,31,5,1,0,7,2,2,0,31,33,16,14,0,3,0,6,16,1,3,18,8,17,3,1,5,16,2,6,0,7,4,0,26,4,8,0,1,1,5,10,8,5,1,18,7,0,3,3,6,3,2,0,7,7,4,9,4,0,4,0,0,6,0,1,0,0,11,1,0,1,0,3,14,0,9,0,9,0,0,3,0,0,0,14,2,2,3,1,1,5,0,1,5,6,0,6,32,0,7,4,3,3,6,18,3,5,9,6,0,7,5,3,0,7,3,3,9,6,39,10,4,8,2,0,0,0,0,0,1,0,2,2,6,0,1,1,0,0,0,9,6,8,1,2,0,0,0,2,10,5,0,1,3,1,9,0,0,0,0,0,0,0,0,1,6,1,1,0,0,0,0,5,3,3,6,1,9,2,2,15,2,0,3,4,0,2
"pol_tours",1,2,0,0,3,0,0,0,0,5,0,0,0,2,0,0,0,0,0,0,0,2,4,0,0,1,0,1,0,0,0,0,0,0,0,8,1,1,2,1,5,0,1,6,6,5,1,3,0,2,1,0,2,0,0,0,0,0,1,3,0,0,0,0,0,0,3,0,0,0,0,0,0,11,0,9,0,0,0,2,0,0,0,0,2,3,3,4,0,0,0,0,2,5,4,9,1,0,0,5,1,2,0,13,14,5,3,0,1,0,1,7,1,0,7,2,7,2,1,1,3,0,2,0,3,1,0,8,0,2,2,1,1,1,7,8,2,2,6,4,0,1,0,3,2,1,1,4,3,0,2,2,0,2,0,0,2,0,1,0,0,9,0,0,0,0,0,6,0,1,0,5,0,0,2,0,0,0,6,1,0,2,2,1,0,0,0,3,2,0,0,12,0,3,3,2,1,3,6,1,2,10,0,0,4,0,5,0,4,3,3,9,2,10,15,0,6,1,0,0,0,0,0,0,0,1,1,0,0,1,2,0,2,0,1,4,3,0,0,0,0,0,2,5,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,3,3,3,1,1,5,0,0,5,1,0,1,2,0,1
"pol_txhaven",0,2,0,0,1,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,1,3,0,0,1,0,1,0,0,2,1,0,0,4,2,2,2,5,9,2,4,4,1,6,2,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,3,0,0,1,0,0,0,8,0,6,0,0,0,3,0,1,0,1,0,1,8,4,0,0,0,1,8,3,7,11,3,0,0,9,4,1,0,15,17,9,9,0,1,1,8,4,1,2,7,13,4,2,1,4,16,2,1,0,4,0,0,8,2,14,1,1,2,1,2,1,2,1,10,3,0,1,0,5,1,6,0,2,6,0,3,6,0,0,0,0,2,0,1,2,0,1,1,0,1,1,0,11,0,6,0,4,0,0,0,0,0,0,4,5,0,1,1,1,5,0,0,8,3,0,0,15,0,5,6,3,0,5,4,0,6,3,2,0,1,0,2,0,0,0,0,1,0,4,0,19,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,3,0,3,1,2,6,0,0,0,0,0,3,2,0,1,0,0,1,0,1,0,0,1,0,0,0,1,2,1,8,5,0,1,0,3,3,0,0,1,1,2,5,4,1,0,1,6,0,2
"pol_wcwin",1,2,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2,4,0,0,1,0,1,0,0,0,0,0,0,0,4,1,1,0,1,2,0,2,5,5,3,3,1,0,1,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0,6,0,0,0,2,0,0,0,1,1,1,2,4,0,0,0,0,1,5,2,7,2,0,0,3,0,1,0,8,10,5,3,0,1,0,1,4,0,0,5,2,4,1,1,1,3,0,1,0,2,3,0,7,2,2,0,1,1,0,7,5,2,0,6,2,0,0,1,1,1,1,1,2,3,1,1,1,0,1,0,0,2,0,0,0,0,6,0,0,0,0,3,4,0,1,0,3,0,0,1,0,0,0,3,3,0,1,1,0,0,0,0,2,2,0,1,9,0,3,2,0,0,2,5,1,1,7,0,0,4,3,2,0,4,2,3,7,3,8,6,0,11,1,0,0,0,0,0,0,0,0,1,3,0,1,0,0,0,0,2,2,2,0,0,0,0,0,1,3,2,0,0,1,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,2,3,2,0,4,0,0,4,0,0,0,1,0,1
"portug",2,33,0,0,38,0,0,0,0,17,12,7,2,4,0,1,11,2,0,0,0,11,40,0,1,12,4,22,1,0,32,0,0,1,0,22,11,16,49,25,9,7,39,61,27,35,50,102,0,50,0,1,0,0,0,0,0,0,10,54,0,1,0,0,0,1,68,0,0,0,1,1,0,48,0,74,0,0,1,41,0,0,4,136,57,1,17,122,0,1,0,1,0,84,110,152,45,41,0,137,17,3,5,123,168,138,37,0,34,0,2,17,31,0,1,0,17,14,1,7,8,36,0,27,95,27,0,73,12,3,3,0,0,0,0,1,2,0,7,2,0,0,2,4,2,0,0,3,6,2,1,0,0,0,0,1,2,0,4,2,0,1,1,1,2,0,135,0,1,36,1,25,0,0,50,0,0,0,22,41,12,0,0,0,2,0,0,67,0,0,2,93,0,2,1,2,2,3,3,1,80,0,1,0,0,1,0,0,0,0,1,1,0,2,1,0,1,188,2,14,7,19,0,0,7,0,0,135,0,1,2,0,0,0,0,17,0,0,0,0,0,0,0,17,4,0,10,8,0,7,14,15,1,2,3,0,0,0,11,38,33,1,0,0,0,0,98,0,0,0,0,2,21,0,37,27,0,21,30,0,19
"Quartr",1,0,0,0,0,6,0,0,0,2,4,4,0,1,0,0,0,11,0,0,0,0,1,0,0,2,1,0,0,0,0,6,0,0,0,3,3,3,7,16,19,4,8,3,37,13,37,60,0,74,1,8,1,0,0,0,0,0,2,3,0,1,0,0,0,0,0,0,0,0,0,1,0,16,0,19,0,0,0,8,0,3,4,3,16,0,26,31,0,0,19,0,12,37,87,103,9,12,0,46,9,0,4,121,124,118,60,0,31,0,19,78,5,49,1,32,98,22,17,52,1,7,38,8,19,0,0,24,10,0,2,7,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,1,0,0,0,0,0,0,1,78,2,16,0,72,1,0,2,0,0,0,12,29,19,22,0,7,0,0,28,121,27,0,11,134,0,0,0,0,0,0,2,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,153,2,2,0,0,1,0,3,7,2,0,0,1,0,4,28,22,9,62,7,3,0,0,0,0,55,16,0,6,0,12,15,8,2,0,1,0,0,0,0,3,4,12,7,0,1,0,5,11,0,0,0,0,0,6,0,21,9,0,28,60,0,20
"Radial",3,23,0,0,9,8,1,0,0,15,3,11,0,7,0,1,6,16,1,0,1,7,17,0,0,7,3,18,2,0,18,8,2,0,0,11,2,9,30,16,22,3,16,33,38,33,32,93,0,35,5,1,21,0,0,0,0,0,10,48,1,3,0,0,0,1,36,1,1,8,0,3,0,40,0,39,0,0,0,30,1,16,14,22,49,18,10,109,0,0,3,3,45,107,100,144,41,32,0,99,43,5,16,117,144,147,22,0,9,0,39,32,24,17,2,48,32,15,5,17,4,60,9,58,49,97,0,49,23,4,5,2,0,1,0,0,2,0,2,2,0,0,0,0,0,1,0,0,1,0,1,0,0,0,6,0,1,0,1,0,0,0,0,0,0,0,21,25,5,46,0,40,0,0,15,1,0,2,29,34,13,2,5,34,3,0,37,103,39,0,0,136,0,0,1,1,0,1,7,0,59,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2,185,7,1,4,2,1,4,21,26,8,7,6,6,4,15,2,27,19,4,0,3,7,0,0,39,11,0,6,0,24,24,13,4,2,2,0,4,0,1,10,21,15,4,0,2,0,2,78,0,0,0,0,0,23,1,28,24,0,13,26,0,27
"rg2_AF_East",13,27,2,0,36,3,3,1,1,19,6,6,8,6,3,0,3,7,1,0,0,14,43,0,0,18,7,19,5,0,48,3,2,0,0,20,7,6,30,15,16,3,24,56,35,50,43,107,0,90,31,0,0,0,0,0,0,0,32,58,0,11,0,0,0,0,85,0,2,6,1,1,0,61,0,76,0,0,0,39,0,0,4,25,18,41,22,108,0,1,0,0,123,82,123,137,65,39,0,156,31,2,9,136,167,120,34,0,6,0,17,4,22,0,9,129,4,13,5,40,9,52,0,56,57,29,0,92,12,7,16,0,0,8,0,0,2,1,16,3,0,3,3,2,2,1,2,2,4,4,8,1,0,1,0,0,3,1,1,3,0,0,0,1,2,3,0,2,3,42,2,59,0,0,31,0,0,0,24,34,8,0,0,0,4,0,0,82,0,0,0,146,0,2,7,4,0,5,15,1,72,0,5,0,0,0,2,2,0,0,1,0,0,0,0,1,0,7,2,7,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,3,4,0,0,2,0,0,0,9,28,16,6,2,4,2,0,75,0,0,0,5,0,34,18,14,38,0,32,70,0,21
"rg2_AF_Mid",0,12,0,0,11,0,0,0,0,8,0,1,1,1,0,0,3,0,0,0,0,9,6,0,0,7,2,10,0,0,4,0,0,0,0,8,3,5,12,5,6,2,6,19,18,8,16,19,0,16,3,0,0,0,0,0,0,0,3,16,0,0,0,0,0,0,19,0,0,0,0,0,0,23,0,12,0,0,0,16,0,0,0,0,4,0,10,37,0,0,0,0,0,9,31,36,7,6,0,29,2,0,1,44,37,47,6,0,13,0,0,0,5,0,4,6,0,20,0,47,4,3,0,5,20,5,0,19,5,1,1,0,0,2,0,0,3,0,6,3,0,0,4,2,0,0,0,0,2,1,3,0,0,0,0,0,2,0,2,1,0,1,0,1,1,0,0,0,0,9,0,16,0,0,5,0,0,0,7,16,6,0,0,0,1,0,0,27,0,1,0,39,0,1,2,3,0,2,6,0,13,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,19,0,1,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,7,5,0,0,0,0,0,0,0,1,3,14,0,0,0,0,0,13,0,0,0,1,1,6,1,9,16,0,7,9,0,2
"rg2_AF_North",3,6,0,0,4,0,0,0,0,8,2,0,1,0,0,0,2,0,0,0,0,1,10,1,0,1,6,3,0,0,6,0,0,0,0,2,4,2,19,7,11,2,7,11,18,5,20,32,0,14,84,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,11,0,0,0,0,0,0,13,0,15,0,0,0,4,0,0,1,33,31,76,2,64,0,0,1,0,59,44,45,44,17,12,0,54,10,3,5,45,69,46,1,0,5,0,0,0,0,0,3,8,0,0,0,0,4,11,0,25,28,8,0,17,6,0,20,0,0,0,1,0,1,0,5,1,0,1,0,0,0,1,1,2,1,0,0,0,0,0,0,1,0,1,2,1,0,1,0,0,0,0,0,7,2,14,0,17,0,0,13,0,0,0,10,26,2,0,0,0,1,0,0,61,0,0,0,56,0,0,1,0,1,0,4,2,31,1,0,0,0,0,3,2,0,0,1,2,0,0,0,0,0,0,0,4,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,3,0,0,0,4,0,0,0,11,9,8,0,0,0,0,0,42,0,0,0,6,3,6,0,6,2,0,8,7,0,8
"rg2_AF_South",2,15,2,0,7,0,2,0,0,6,2,1,1,1,0,0,2,1,3,0,0,4,11,0,0,2,1,12,2,0,14,0,1,0,1,2,3,1,3,4,2,0,0,17,17,20,13,33,0,28,0,0,0,1,0,0,0,0,8,26,0,4,0,0,0,0,26,0,0,8,0,1,0,17,0,30,0,0,0,9,0,0,2,37,2,0,6,32,0,0,0,0,47,13,42,50,25,18,0,44,16,4,2,37,59,34,7,0,7,0,18,0,7,55,0,65,0,0,1,0,1,10,0,18,3,6,0,29,3,0,0,0,0,3,0,0,0,1,2,3,0,1,0,2,0,0,0,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,2,12,2,16,0,0,8,3,0,0,1,20,1,0,0,0,0,0,0,24,0,0,0,62,0,1,2,1,1,3,10,0,19,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,2,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,23,0,0,0,0,0,6,2,13,11,0,8,24,0,8
"rg2_AF_West",4,11,0,0,17,0,4,0,0,17,1,5,3,4,0,0,4,2,0,0,0,5,18,0,0,12,2,10,0,0,26,0,1,0,1,13,3,4,30,14,11,3,9,37,22,10,20,45,0,19,11,0,0,0,0,0,0,0,8,21,0,0,0,0,0,0,40,0,0,5,0,1,0,30,0,27,0,0,0,22,0,0,4,0,8,3,29,40,0,0,0,0,37,31,48,59,30,11,0,79,14,2,1,75,75,60,13,0,3,0,20,0,3,0,11,62,0,5,1,17,11,27,0,15,42,11,0,41,11,2,4,0,0,3,0,0,4,0,13,4,0,1,0,3,0,0,0,1,4,2,2,0,0,0,0,0,2,2,4,1,2,0,0,0,0,0,0,5,1,16,1,32,0,0,19,2,1,1,6,15,6,0,0,0,1,0,0,39,0,0,0,58,0,1,5,0,0,1,15,1,34,0,2,0,0,0,1,1,0,0,1,0,0,0,0,0,0,7,0,1,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,12,0,0,0,6,0,0,0,2,0,0,0,1,21,13,5,5,0,0,0,28,0,0,0,4,1,5,7,22,6,0,10,14,0,9
"rg2_AM_Central",0,63,2,0,34,0,5,0,1,33,12,25,0,13,2,3,12,26,1,0,0,8,65,0,0,26,5,43,4,0,55,0,1,2,2,28,19,16,7,40,49,7,53,110,52,29,31,117,0,59,0,0,0,0,0,0,0,0,7,95,0,8,0,0,0,3,91,0,3,7,2,3,0,66,0,106,0,0,0,66,0,18,5,0,43,0,10,131,0,0,1,0,6,74,119,180,79,64,0,176,54,23,20,154,200,169,31,0,21,0,41,0,18,0,5,6,0,63,1,0,1,73,0,47,67,30,0,135,43,0,4,0,0,0,0,2,0,0,8,0,0,2,0,4,1,4,3,1,5,0,6,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,6,2,39,2,91,1,0,25,0,1,0,10,64,14,0,0,0,1,0,0,70,0,0,1,182,0,5,4,5,2,2,69,0,91,0,0,0,0,0,0,0,0,0,1,0,0,2,1,1,0,0,3,4,0,0,0,0,0,249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,11,0,0,243,10,11,0,3,4,1,0,0,10,21,19,0,0,0,0,0,93,0,0,0,0,1,18,2,32,31,0,24,46,0,15
"rg2_AM_North",3,140,3,1,34,11,13,0,5,60,47,18,2,30,1,1,14,31,2,0,1,24,143,0,0,25,4,118,5,2,45,11,7,1,3,64,41,36,88,84,101,29,144,177,235,118,159,290,0,243,0,0,0,0,0,1,1,1,19,249,1,8,0,0,0,6,87,1,8,24,2,9,0,147,0,266,0,2,0,86,0,0,48,0,158,0,68,465,0,0,9,0,766,386,360,628,174,119,0,344,109,18,56,420,713,468,139,0,46,0,769,3,50,0,1,769,12,0,39,166,3,267,0,115,261,115,0,223,129,3,13,0,2,0,1,2,0,0,3,0,0,0,0,2,0,1,0,0,2,0,2,2,0,1,0,0,1,0,0,0,0,2,0,0,0,0,0,179,5,256,8,88,2,0,55,9,1,6,79,240,36,0,0,0,1,0,0,406,0,0,13,524,0,2,1,2,0,2,17,1,338,2,0,0,1,0,1,0,2,1,1,1,2,2,1,1,1,0,7,21,0,0,0,0,0,0,785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,87,2,0,0,35,38,1,4,1,8,0,0,21,141,78,26,3,3,0,7,471,0,0,3,0,2,42,16,161,93,0,102,168,0,126
"rg2_AM_South",10,171,2,2,136,3,4,0,3,91,60,81,9,55,4,3,59,77,6,0,2,51,157,0,0,64,19,125,7,2,169,2,7,2,13,106,53,57,85,132,80,21,162,337,130,110,135,388,0,197,0,43,0,0,0,0,0,0,45,325,0,15,0,0,0,7,334,3,2,23,3,18,1,245,0,293,0,2,0,219,2,448,12,135,168,0,82,365,1,0,4,0,13,229,390,553,223,164,0,573,134,37,49,479,596,554,82,0,63,0,30,3,82,5,138,17,3,4,6,3,5,197,0,173,268,177,0,441,135,1,12,0,0,2,0,1,4,0,9,4,1,1,3,3,1,3,1,3,7,2,3,1,0,0,0,0,3,1,1,1,2,1,1,0,1,0,525,4,8,132,1,243,4,1,110,5,0,3,56,110,62,0,0,0,2,0,0,156,0,0,7,467,0,4,6,5,3,6,133,3,291,1,2,0,0,8,0,0,1,0,1,1,0,6,0,0,3,135,2,26,0,0,0,0,0,0,0,735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,36,15,0,575,43,22,4,8,6,3,0,0,29,130,94,7,4,3,0,0,260,0,0,0,0,6,61,3,93,92,0,87,134,0,50
"rg2_AS_Central",0,6,0,0,3,0,0,0,0,11,3,0,0,3,1,0,1,3,0,0,0,3,7,0,0,2,0,4,0,0,8,0,0,1,0,8,1,1,12,5,12,0,10,9,15,9,6,15,0,9,0,0,0,0,0,0,0,0,0,12,0,1,0,0,0,0,11,0,0,0,1,0,0,17,0,16,0,0,0,3,0,0,3,0,12,0,17,20,0,0,0,0,0,23,10,31,6,4,0,21,6,1,2,33,33,34,2,0,2,0,0,0,1,0,0,0,0,0,0,0,0,12,0,13,22,12,0,18,2,0,13,0,0,5,0,0,0,1,1,2,0,1,0,1,0,0,0,1,4,1,2,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,10,0,4,0,0,6,0,1,0,16,9,1,0,0,0,0,0,16,25,13,0,0,26,0,0,1,2,1,1,1,0,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,48,0,2,0,1,0,0,0,0,0,7,9,14,0,0,0,0,0,23,0,0,0,2,1,0,0,4,11,0,3,6,0,16
"rg2_AS_East",0,6,0,0,5,1,0,0,0,5,8,1,1,3,1,0,2,6,0,0,0,3,3,0,0,5,1,9,1,0,4,2,0,0,0,5,2,2,35,8,376,4,6,15,135,5,60,35,0,91,0,0,0,0,0,0,0,0,2,17,0,2,0,0,0,0,11,0,0,0,0,0,0,12,0,14,0,0,0,11,0,0,7,17,21,607,9,566,0,0,2,34,1,459,46,310,13,12,0,251,54,6,61,178,542,123,27,0,3,0,18,0,3,0,1,1,0,0,0,0,2,147,0,255,45,56,0,18,26,2,14,0,0,1,1,0,3,0,3,3,0,0,0,1,1,0,2,1,2,1,1,0,0,0,0,0,0,0,1,1,0,3,0,0,0,0,0,537,0,150,4,10,0,0,111,6,1,49,62,202,12,0,546,0,0,0,0,579,0,0,0,562,0,1,0,0,1,0,5,0,100,1,0,0,1,0,4,0,0,2,2,0,0,1,1,0,1,1,0,7,0,0,0,0,0,0,0,0,0,607,0,0,0,0,0,0,0,0,0,0,0,0,1,0,54,0,7,0,0,0,1,10,1,0,4,2,0,4,10,27,7,1,0,0,0,0,484,3,5,2,2,1,4,1,7,9,0,78,15,0,52
